Sample,Postcode,Address,Latitude,Longitude,moll_lat,moll_lon,Rurality
829,,,34.4,-119.8,4154353.9616393317,-10657421.74793539,10
830,,,36,-79.2,4337579.950562795,-6959607.467476036,11
831,,,38.7,-90.5,4643579.433349574,-7775905.471019403,12
832,,,42.5,-71.1,5066877.25924736,-5895327.984689939,30
833,,,42.2,-122.7,5033791.304144005,-10204275.261217112,23
834,,,36.9,-86.4,4440036.896583445,-7537518.453197713,12
835,,,38.8,-121,4654832.224325931,-10387414.796915196,11
836,,,39,-77.3,4677320.035485608,-6624252.062454487,21
837,,,40.8,-83.8,4878622.100046948,-7064201.355892624,11
838,,,43.2,-87.9,5143846.831917414,-7236704.772099212,21
839,,,40,-75.2,4789399.149897031,-6386559.417457832,30
840,,,36.7,-93.2,4417307.397838103,-8144014.629473135,12
841,,,45.5,-122.7,5394399.796378014,-9855845.294774605,30
842,,,38.4,-85.4,4609785.726655623,-7356865.8834798215,12
843,,,42.9,-71.4,5110899.726537222,-5896338.506223201,12
844,,,39.7,-86.1,4755838.955352894,-7332290.457348371,30
845,,,39.1,-77.1,4688555.02095648,-6601266.500399729,30
846,,,33.2,-111.7,4016061.474201256,-10024038.356802918,12
847,,,34.1,-118.3,4119849.5791734387,-10547391.073865065,30
848,,,38.1,-81,4575939.381994569,-6995845.480184495,11
849,,,40.3,-76.8,4822904.1974516725,-6504441.0883669425,30
850,,,40.7,-111.8,4867490.986514479,-9433432.17581886,30
851,,,34,-118.5,4108337.84708608,-10572991.01370933,30
852,,,44.6,-123.3,5296794.158706936,-10002429.466738837,23
853,,,35.8,-78.8,4314751.463942467,-6935382.884391915,30
854,,,45.5,-94.1,5394399.796378014,-7558557.801453058,11
855,,,37.3,-107.9,4485428.651890568,-9382191.694859486,11
856,,,42.1,-93.6,5022749.586837975,-7791901.112735237,11
857,,,35.8,-78.7,4314751.463942467,-6926581.637076698,12
858,,,42.4,-71.1,5055855.158535961,-5901230.824225093,30
859,,,34.6,-87.1,4177331.040219622,-7736847.288252593,12
860,,,44.9,-91.4,5329392.73674441,-7390484.368995524,21
861,,,40,-105.4,4789399.149897031,-8951374.502660314,11
862,,,37.9,-122.3,4553346.138548651,-10580876.629869564,30
863,,,45.7,-92.5,5416011.932287587,-7413411.618590538,11
864,,,47.7,-122.4,5630529.2916253945,-9583745.73600995,30
865,,,21.4,-157.7,2622329.9294604235,-15122464.422112122,10
866,,,43.1,-89.5,5132871.142571277,-7375996.09357559,30
867,,,42.5,-70.9,5066877.25924736,-5878744.783607831,30
868,,,40.2,-105.3,4811742.005070374,-8926448.43022362,11
869,,,41.7,-71.8,4978517.873315134,-6000626.660098185,12
870,,,40,-75.7,4789399.149897031,-6429023.243371779,23
871,,,32.7,-80,3958226.452234754,-7204591.487120561,11
872,,,39,-77.1,4677320.035485608,-6607112.988554216,30
873,,,38.1,-122.3,4575939.381994569,-10562862.990451403,11
874,,,41.2,-73.2,4923083.685704508,-6147235.005874256,30
875,,,33.7,-82,4073772.0673866183,-7332358.457407071,11
876,,,25.7,-80.4,3136595.895576165,-7555035.15796457,30
877,,,35.9,-78.7,4326168.419072049,-6921134.145376457,21
878,,,33.4,-111.9,4039160.7572465204,-10027654.342906196,30
879,,,41.9,-87.6,5000646.662737804,-7306796.940550032,10
880,,,35.1,-106.7,4234682.321429716,-9442019.95307787,30
881,,,39,-77.1,4677320.035485608,-6607112.988554216,30
882,,,48.1,-122.9,5673074.636792467,-9576185.299795082,10
883,,,36,-79,4337579.950562795,-6942032.701144025,12
884,,,40.6,-105.1,4856353.621740942,-8876424.201761248,12
885,,,31.1,-84.8,3772341.8763246927,-7719940.098965136,11
886,,,39.2,-76.9,4699784.036510026,-6578295.206294658,21
887,,,37,-122,4451393.266128351,-10634535.167662032,12
888,,,45.5,-122.5,5394399.796378014,-9839780.347268859,30
889,,,33.9,-86.8,4096821.006802832,-7750277.044933013,11
890,,,33,-80.1,3992942.2826557155,-7198426.2484083325,21
891,,,39.3,-94.9,4711007.064735232,-8110842.296066346,12
892,,,42.6,-88.4,5077892.78467351,-7322416.801024521,11
893,,,33.4,-111.5,4039160.7572465204,-9991809.287167475,11
894,,,42.4,-71.1,5055855.158535961,-5901230.824225093,30
895,,,42.4,-71.1,5055855.158535961,-5901230.824225093,30
896,,,40.9,-80.8,4889746.944553853,-6804873.543248441,12
897,,,39,-77.1,4677320.035485608,-6607112.988554216,30
898,,,38.1,-79,4575939.381994569,-6823108.55474784,11
899,,,37.8,-122.4,4542040.864253972,-10598504.342190685,30
900,,,43.1,-76.3,5132871.142571277,-6288139.686478408,11
901,,,44,-123.1,5231409.460379818,-10050478.971993709,21
902,,,39.1,-77.2,4688555.02095648,-6609828.45435615,30
903,,,36.1,-79.1,4348986.041640936,-6945312.527867,22
904,,,35.2,-80.8,4246136.773848659,-7144618.310735261,30
905,,,43,-71.5,5121888.767978503,-5898583.813255363,21
906,,,30.3,-97.7,3678950.266090381,-8940298.924264342,30
907,,,37.8,-122.4,4542040.864253972,-10598504.342190685,30
908,,,33.7,-117.9,4073772.0673866183,-10542500.75766212,30
909,,,39.8,-84.1,4767031.784989593,-7155469.582152079,21
910,,,42.2,-71.2,5033791.304144005,-5921307.242042855,23
911,,,41.8,-79.8,4989585.492155518,-6662714.4555920195,11
912,,,42.6,-71.8,5077892.78467351,-5947392.831601364,21
913,,,29.8,-95.4,3620433.426581932,-8757276.140067765,30
914,,,35.8,-78.6,4314751.463942467,-6917780.38976148,30
915,,,30.5,-97.7,3702325.5456642844,-8928920.378063051,30
916,,,40.3,-75.3,4822904.1974516725,-6377401.223359777,11
917,,,35.3,-80.7,4257585.919552411,-7130288.897310815,30
918,,,41.3,-73.8,4934183.275767386,-6191684.123644468,23
919,,,37.2,-93.1,4474089.16076935,-8102004.340649694,12
920,,,37.6,-122.3,4519413.09620004,-10607707.09191161,10
921,,,37.2,-80.4,4474089.16076935,-6996789.999873634,21
922,,,40.4,-79.9,4834060.209486077,-6760713.403757438,30
923,,,38.6,-121.7,4632320.741881084,-10465786.614172658,11
924,,,36.3,-115.3,4371781.835374494,-10107697.675658835,30
925,,,32.9,-79.8,3981375.261976042,-7176519.9624882415,22
926,,,40.7,-74,4867490.986514479,-6243953.318520533,30
927,,,40.7,-74,4867490.986514479,-6243953.318520533,30
928,,,40,-86.2,4789399.149897031,-7320763.587564696,12
929,,,40.3,-74.8,4822904.1974516725,-6335054.601690722,11
930,,,42.5,-71.1,5066877.25924736,-5895327.984689939,30
931,,,38.3,-122.5,4598509.437439485,-10561991.930175895,23
932,,,41,-80.6,4900865.502225984,-6781595.87902609,21
933,,,40.7,-74,4867490.986514479,-6243953.318520533,30
934,,,41.6,-93.6,4967443.824256047,-7830154.753336959,30
935,,,48.5,-111.9,5715497.632795169,-8676146.23865337,11
936,,,33.2,-86.6,4016061.474201256,-7771546.299902707,11
937,,,40.7,-74,4867490.986514479,-6243953.318520533,30
938,,,43.9,-88.5,5220487.918857972,-7233201.691097499,11
939,,,41.9,-71.4,5000646.662737804,-5955539.972092151,30
940,,,32.8,-117.2,3969803.3130784915,-10547350.865415005,30
941,,,37.5,-120.9,4508090.636651801,-10495068.99090396,11
942,,,40,-105.3,4789399.149897031,-8942881.737477522,11
943,,,42.1,-70.7,5022749.586837975,-5885549.237931425,21
944,,,37.3,-79.9,4485428.651890568,-6947517.297676302,21
945,,,40.1,-105.4,4800573.6500055995,-8943161.135274287,11
946,,,35.8,-78.8,4314751.463942467,-6935382.884391915,30
947,,,39.1,-78,4688555.02095648,-6678324.0860075075,11
948,,,29.7,-82.3,3608716.7046406446,-7559443.311217481,12
949,,,40.7,-80.1,4867490.986514479,-6758657.578560738,21
950,,,42,-87.7,5011701.366996126,-7307950.859700568,30
951,,,40.8,-74.4,4878622.100046948,-6271796.907856937,21
952,,,37,-122,4451393.266128351,-10634535.167662032,12
953,,,40.1,-105.3,4800573.6500055995,-8934676.162660176,11
954,,,35.6,-101.6,4291901.349772842,-8956070.14743368,11
955,,,28.2,-82.2,3432445.012437962,-7618513.18228269,21
956,,,46,-114.2,5448376.28001117,-9121577.835983109,11
957,,,32.3,-111,3911870.2143233693,-10024089.533503005,30
958,,,45.6,-122.7,5405209.441916061,-9844831.361061871,30
959,,,42.4,-71.1,5055855.158535961,-5901230.824225093,30
960,,,46.5,-87.4,5502171.955276261,-6941058.154020014,11
961,,,40.1,-105.3,4800573.6500055995,-8934676.162660176,11
962,,,21.3,-157.7,2610296.658087993,-15128854.961288149,21
963,,,45.6,-122.4,5405209.441916061,-9820760.868736539,21
964,,,33.3,-95.4,4027613.6124500223,-8555164.832611933,11
965,,,35.8,-78.7,4314751.463942467,-6926581.637076698,12
966,,,42.4,-71.2,5055855.158535961,-5909530.726931458,30
967,,,38.9,-77,4666079.097486394,-6604366.283218202,30
968,,,40.1,-105.2,4800573.6500055995,-8926191.190046065,12
969,,,39.8,-86.1,4767031.784989593,-7325635.327268656,30
970,,,34.2,-88.4,4131356.186610764,-7875753.935906724,11
971,,,36.1,-97.1,4348986.041640936,-8525788.19792523,21
972,,,37.8,-122.4,4542040.864253972,-10598504.342190685,30
973,,,42.7,-92.6,5088901.716558093,-7662586.881482204,11
974,,,46.3,-119.3,5480675.537149458,-9496332.070842506,23
975,,,36,-78.9,4337579.950562795,-6933245.317978021,30
976,,,35.8,-78.7,4314751.463942467,-6926581.637076698,12
977,,,33.2,-97.1,4016061.474201256,-8713823.85358606,30
978,,,36.2,-76.7,4360386.675514761,-6729226.2771741925,12
979,,,35.8,-78.7,4314751.463942467,-6926581.637076698,12
980,,,41.9,-87.6,5000646.662737804,-7306796.940550032,10
981,,,30.2,-97.9,3667255.8538518026,-8964272.17048435,21
982,,,43.8,-88.5,5209559.543844553,-7240816.41717619,12
983,,,41.7,-76.7,4978517.873315134,-6410140.178684273,11
984,,,47.9,-97,5651817.177324592,-7576572.780723531,11
985,,,36.3,-94,4371781.835374494,-8240447.367839812,11
986,,,40.8,-77.9,4878622.100046948,-6566841.117231926,30
987,,,40.5,-112,4845210.023486283,-9468022.767732963,23
988,,,40.7,-74,4867490.986514479,-6243953.318520533,30
989,,,40,-105.3,4789399.149897031,-8942881.737477522,11
990,,,44,-123.1,5231409.460379818,-10050478.971993709,21
991,,,41,-74.5,4900865.502225984,-6268348.548231311,12
992,,,36.4,-94.8,4383171.504392177,-8303919.829597892,11
993,,,37.7,-97.2,4530729.844432588,-8423567.314462917,21
994,,,41.8,-72.4,4989585.492155518,-6044868.754196269,12
995,,,35.6,-97.7,4291901.349772842,-8612283.990199514,11
996,,,31.9,-81.3,3865436.6832570103,-7362009.409022292,11
997,,,42.4,-74.9,5055855.158535961,-6216627.127066943,11
998,,,37.3,-120.5,4485428.651890568,-10477795.173591917,30
999,,,42.5,-83,5066877.25924736,-6882028.449075459,30
1000,,,39,-77.2,4677320.035485608,-6615682.5255043525,21
1001,,,40.8,-74,4878622.100046948,-6238077.569642651,30
1002,,,38.3,-81.6,4598509.437439485,-7035579.930631453,12
1003,,,42.4,-71.1,5055855.158535961,-5901230.824225093,30
1004,,,41.5,-87.7,4956363.362991374,-7343699.69982184,30
1005,,,40.2,-74,4811742.005070374,-6273097.662265411,30
1006,,,40.1,-79,4800573.6500055995,-6703128.36514866,11
1007,,,38,-84.5,4564645.650180879,-7304366.8865237525,30
1008,,,43.2,-78.7,5143846.831917414,-6479279.471720228,12
1009,,,40.1,-77.1,4800573.6500055995,-6541913.885480527,11
1010,,,30.4,-88.2,3690640.1686725584,-8065848.806491021,11
1011,,,41.8,-87.6,4989585.492155518,-7313957.221928081,30
1012,,,33.4,-111.9,4039160.7572465204,-10027654.342906196,30
1013,,,25.7,-80.3,3136595.895576165,-7545638.348066604,30
1014,,,37.3,-121.8,4485428.651890568,-10590833.627746852,30
1015,,,37.8,-80.4,4542040.864253972,-6961762.656144861,11
1016,,,33.9,-84.3,4096821.006802832,-7527054.779813974,30
1017,,,35.8,-78.7,4314751.463942467,-6926581.637076698,12
1018,,,34.8,-79.5,4200287.290140791,-7051127.7518377565,11
1019,,,35.8,-78.8,4314751.463942467,-6935382.884391915,30
1020,,,40.3,-111.7,4822904.1974516725,-9460235.280867027,30
1021,,,35.8,-78.8,4314751.463942467,-6935382.884391915,30
1022,,,39.5,-80.1,4733435.0894455165,-6833661.762956544,12
1023,,,39.9,-83.1,4778218.522360791,-7063946.018325136,30
1024,,,29.7,-82.3,3608716.7046406446,-7559443.311217481,12
1025,,,36.7,-97.1,4417307.397838103,-8484804.941221474,23
1026,,,35.1,-80.9,4234682.321429716,-7158944.8379006535,11
1027,,,40.2,-80.2,4811742.005070374,-6798681.520455214,11
1028,,,41.4,-81.9,4945276.507508117,-6864652.02348151,30
1029,,,42.1,-76.8,5022749.586837975,-6393354.759167375,23
1030,,,40,-83.1,4789399.149897031,-7057487.866898215,30
1031,,,40.6,-79.7,4856353.621740942,-6731217.97222047,12
1032,,,42.3,-83.6,5044826.500767855,-6945641.354585884,11
1033,,,38.9,-76.5,4666079.097486394,-6561480.78787263,21
1034,,,40.7,-74.4,4867490.986514479,-6277704.417539563,30
1035,,,40.8,-74,4878622.100046948,-6238077.569642651,30
1036,,,41.4,-75.6,4945276.507508117,-6336601.867829085,11
1037,,,39.1,-92.4,4688555.02095648,-7911245.455731972,12
1038,,,40.8,-111.9,4878622.100046948,-9432984.865446119,11
1039,,,33.6,-117.9,4062240.00108359,-10550134.376411809,30
1040,,,32.7,-97.4,3958226.452234754,-8771590.135569284,30
1041,,,41.5,-81.8,4956363.362991374,-6849653.767906801,30
1042,,,38.6,-121.8,4632320.741881084,-10474386.274496546,11
1043,,,37.4,-122.1,4496762.482863402,-10608091.52475976,30
1044,,,29,-81.9,3526576.937085032,-7554892.030637449,11
1045,,,42.5,-71.4,5066877.25924736,-5920202.786313104,12
1046,,,30.3,-89.7,3678950.266090381,-8208237.599861939,12
1047,,,39.1,-104.8,4688555.02095648,-8972927.746328035,12
1048,,,42,-87.7,5011701.366996126,-7307950.859700568,30
1049,,,35.2,-97.4,4246136.773848659,-8612448.310218003,21
1050,,,36,-78.9,4337579.950562795,-6933245.317978021,30
1051,,,37.1,-93.5,4462744.02651625,-8143535.765190605,11
1052,,,40.8,-74.2,4878622.100046948,-6254937.238749794,30
1053,,,47.7,-122.3,5630529.2916253945,-9575915.87838249,30
1054,,,32.7,-80,3958226.452234754,-7204591.487120561,11
1055,,,40.8,-74,4878622.100046948,-6238077.569642651,30
1056,,,40.8,-96.7,4878622.100046948,-8151650.013303304,30
1057,,,44.1,-70.2,5242324.149743861,-5725396.627320314,23
1058,,,37.3,-121.9,4485428.651890568,-10599528.893451076,30
1059,,,32.7,-110.6,3958226.452234754,-9960347.730944173,11
1060,,,40.6,-74,4856353.621740942,-6249813.424646358,30
1061,,,34,-118.5,4108337.84708608,-10572991.01370933,30
1062,,,36.1,-79.1,4348986.041640936,-6945312.527867,22
1063,,,40.3,-76.9,4822904.1974516725,-6512910.4127007555,30
1064,,,41.3,-105.6,4934183.275767386,-8859645.57529615,12
1065,,,41.4,-73.4,4945276.507508117,-6152203.400775858,12
1066,,,33.5,-82.1,4050702.892244759,-7351915.15800269,23
1067,,,42.3,-71.2,5044826.500767855,-5915426.608211903,30
1068,,,42.8,-84.4,5099904.036616813,-6976981.081241719,11
1069,,,39.2,-76.7,4699784.036510026,-6561186.506148245,11
1070,,,35.9,-78.6,4326168.419072049,-6912339.819905838,21
1071,,,43.5,-87.9,5176733.604059025,-7214301.057720079,11
1072,,,41.1,-74.4,4911977.755229252,-6253979.892251388,12
1073,,,40.8,-74,4878622.100046948,-6238077.569642651,30
1074,,,33.4,-111.9,4039160.7572465204,-10027654.342906196,30
1075,,,40.1,-85.7,4800573.6500055995,-7271621.530294179,23
1076,,,41.7,-71.5,4978517.873315134,-5975554.403858221,30
1077,,,35.9,-85,4326168.419072049,-7475176.6500253985,11
1078,,,41,-76.6,4900865.502225984,-6445040.252275416,11
1079,,,38.6,-121.5,4632320.741881084,-10448587.29352488,30
1080,,,45.6,-122.7,5405209.441916061,-9844831.361061871,30
1081,,,38.5,-94.7,4621056.167222766,-8150960.717963737,11
1082,,,33.3,-112.1,4027613.6124500223,-10052767.062220102,21
1083,,,38.3,-77.2,4598509.437439485,-6656210.424567993,12
1084,,,44.1,-123.1,5242324.149743861,-10039833.68693918,30
1085,,,41.9,-87.7,5000646.662737804,-7315138.032947921,30
1086,,,42.4,-71.2,5055855.158535961,-5909530.726931458,30
1087,,,39.7,-121.8,4755838.955352894,-10372508.451858671,11
1088,,,40.2,-105.1,4811742.005070374,-8909494.112217495,30
1089,,,42.2,-91.7,5033791.304144005,-7626178.00695688,11
1090,,,44,-75.9,5231409.460379818,-6196842.843008308,11
1091,,,42.2,-71.8,5033791.304144005,-5971205.898576924,12
1092,,,36.6,-87.3,4405934.302497934,-7634646.01948818,12
1093,,,38.5,-89,4621056.167222766,-7660353.789849764,11
1094,,,34.1,-118.3,4119849.5791734387,-10547391.073865065,30
1095,,,42,-91.6,5011701.366996126,-7632933.851180979,12
1096,,,42.4,-72.2,5055855.158535961,-5992529.753995103,11
1097,,,43,-78.8,5121888.767978503,-6500816.845937378,30
1098,,,42.3,-83.8,5044826.500767855,-6962257.721462885,21
1099,,,44.1,-92.6,5242324.149743861,-7552303.81324588,11
1100,,,32.9,-117.2,3981375.261976042,-10539951.62410554,30
1101,,,39.1,-88.5,4688555.02095648,-7577329.251431596,11
1102,,,31.4,-100.4,3807287.6516554896,-9122067.962129528,11
1103,,,41.8,-87.8,4989585.492155518,-7330655.754398237,30
1104,,,42.4,-71.2,5055855.158535961,-5909530.726931458,30
1105,,,35.8,-81.1,4314751.463942467,-7137811.572641932,11
1106,,,31.4,-89.2,3807287.6516554896,-8104466.755198744,11
1107,,,45,-93.2,5340244.911544235,-7527787.147377197,30
1108,,,38,-91.7,4564645.650180879,-7926750.810582584,11
1109,,,38.9,-77.1,4666079.097486394,-6612943.382287317,30
1110,,,44.7,-73.4,5307667.341390165,-5947963.053831322,11
1111,,,41.6,-85.8,4967443.824256047,-7177641.857225547,11
1112,,,35.9,-78.5,4326168.419072049,-6903545.49443522,12
1113,,,47.5,-122.1,5609211.139933313,-9583293.362074379,12
1114,,,38.2,-85.8,4587227.316813161,-7404068.640735119,30
1115,,,42,-87.7,5011701.366996126,-7307950.859700568,30
1116,,,37.5,-122.3,4508090.636651801,-10616599.98004594,30
1117,,,28.9,-82.6,3514825.3437738023,-7624036.179255757,12
1118,,,43,-88.3,5121888.767978503,-7284544.765181098,11
1119,,,42.7,-76.7,5088901.716558093,-6346872.719327053,10
1120,,,38,-84.5,4564645.650180879,-7304366.8865237525,30
1121,,,36,-78.9,4337579.950562795,-6933245.317978021,30
1122,,,41.5,-93.7,4956363.362991374,-7846119.291599844,11
1123,,,41.2,-73.8,4923083.685704508,-6197622.178053552,12
1124,,,41.3,-72.4,4934183.275767386,-6074226.701244709,12
1125,,,37.3,-107.1,4485428.651890568,-9312629.569225678,11
1126,,,35.9,-75.7,4326168.419072049,-6657304.381257913,10
1127,,,41.5,-82,4956363.362991374,-6866401.087632734,21
1128,,,39.7,-75,4755838.955352894,-6387012.593509033,23
1129,,,42.3,-85.6,5044826.500767855,-7111805.023355883,30
1130,,,30.5,-97.7,3702325.5456642844,-8928920.378063051,30
1131,,,39,-94.9,4677320.035485608,-8132490.565678278,11
1132,,,32.7,-117,3958226.452234754,-10536715.04991382,30
1133,,,47.7,-122.3,5630529.2916253945,-9575915.87838249,30
1134,,,39.9,-86.3,4778218.522360791,-7335963.193519366,12
1135,,,36.1,-79.2,4348986.041640936,-6954092.948256214,11
1136,,,42.1,-72,5022749.586837975,-5993770.086719413,11
1137,,,35.8,-78.6,4314751.463942467,-6917780.38976148,30
1138,,,40.3,-76,4822904.1974516725,-6436686.493696454,21
1139,,,30,-90.1,3643853.5640796954,-8260446.435593734,30
1140,,,47.6,-122.2,5619873.989038884,-9579627.841941232,30
1141,,,37.8,-122.2,4542040.864253972,-10581186.524638083,30
1142,,,34.2,-118.5,4131356.186610764,-10557430.332635144,30
1143,,,40.7,-74,4867490.986514479,-6243953.318520533,30
1144,,,45.3,-94.3,5372759.116516693,-7591489.681914071,11
1145,,,34.2,-118.5,4131356.186610764,-10557430.332635144,30
1146,,,34.3,-85.1,4142857.652928049,-7576136.283490862,12
1147,,,47.7,-117.5,5630529.2916253945,-9200082.71226445,11
1148,,,40.8,-111.9,4878622.100046948,-9432984.865446119,11
1149,,,37.4,-122.1,4496762.482863402,-10608091.52475976,30
1150,,,35.8,-79.3,4314751.463942467,-6979389.1209680075,11
1151,,,44.4,-68.3,5275026.917762738,-5552627.433311804,11
1152,,,36.1,-84.1,4348986.041640936,-7384333.547327621,11
1153,,,33.1,-96.8,4004504.3588311593,-8693071.437294926,30
1154,,,40.2,-105.1,4811742.005070374,-8909494.112217495,30
1155,,,41,-74,4900865.502225984,-6226279.094887476,30
1156,,,40,-105.3,4789399.149897031,-8942881.737477522,11
1157,,,40.7,-111.9,4867490.986514479,-9441869.95057362,30
1158,,,40.7,-74.1,4867490.986514479,-6252391.093275291,30
1159,,,39,-77.5,4677320.035485608,-6641391.136354758,21
1160,,,35.8,-78.7,4314751.463942467,-6926581.637076698,12
1161,,,40.3,-74.1,4822904.1974516725,-6275769.3313540425,30
1162,,,40.5,-88,4845210.023486283,-7439160.746075898,11
1163,,,40.8,-74.4,4878622.100046948,-6271796.907856937,21
1164,,,36,-78.9,4337579.950562795,-6933245.317978021,30
1165,,,38.9,-94.8,4666079.097486394,-8131089.917520591,30
1166,,,33.7,-116.3,4073772.0673866183,-10399430.3487371,30
1167,,,40.7,-74,4867490.986514479,-6243953.318520533,30
1168,,,40.6,-122.4,4856353.621740942,-10337529.23211776,21
1169,,,38.5,-121.8,4621056.167222766,-10483495.411277544,11
1170,,,38.9,-77.1,4666079.097486394,-6612943.382287317,30
1171,,,45.6,-122.6,5405209.441916061,-9836807.863620095,30
1172,,,33.8,-118.2,4085299.0747620966,-10561649.527778964,30
1173,,,34.1,-87,4119849.5791734387,-7756745.76015436,11
1174,,,37.2,-80.5,4474089.16076935,-7005492.474997857,11
1175,,,36,-78.9,4337579.950562795,-6933245.317978021,30
1176,,,40.7,-74,4867490.986514479,-6243953.318520533,30
1177,,,40.8,-74,4878622.100046948,-6238077.569642651,30
1178,,,35.5,-78,4280468.224191657,-6881074.36339697,12
1179,,,29.9,-90.1,3632145.7183525497,-8265612.560508085,30
1180,,,30,-90.1,3643853.5640796954,-8260446.435593734,30
1181,,,32.9,-97,3981375.261976042,-8723338.801520795,30
1182,,,41.3,-74.9,4934183.275767386,-6283972.098387137,11
1183,,,39.7,-78.7,4755838.955352894,-6702105.214788814,11
1184,,,35.7,-78.7,4303329.101929989,-6932013.036262791,12
1185,,,43,-78.1,5121888.767978503,-6443068.472940473,11
1186,,,39.5,-77.5,4733435.0894455165,-6611845.026580927,11
1187,,,38.8,-77.1,4654832.224325931,-6618757.692910426,30
1188,,,42.1,-80.1,5022749.586837975,-6668069.221475347,30
1189,,,37.7,-78.3,4530729.844432588,-6785651.447761793,11
1190,,,28.5,-81.6,3467776.249564448,-7549642.497875555,21
1191,,,42.5,-71.4,5066877.25924736,-5920202.786313104,12
1192,,,42.4,-71.3,5055855.158535961,-5917830.6296378225,13
1193,,,39.3,-84.4,4711007.064735232,-7213436.141074811,30
1194,,,37.4,-122.2,4496762.482863402,-10616779.560406575,13
1195,,,42.4,-71,5055855.158535961,-5892930.921518729,30
1196,,,33,-117.3,3992942.2826557155,-10541515.592238422,10
1197,,,42.1,-75.9,5022749.586837975,-6318432.633083384,30
1198,,,34.1,-118.3,4119849.5791734387,-10547391.073865065,30
1199,,,33.9,-118.1,4096821.006802832,-10545019.804223374,30
1200,,,42.4,-74.9,5055855.158535961,-6216627.127066943,11
1201,,,42.7,-84.5,5088901.716558093,-6992317.402648449,11
1202,,,40.4,-80,4834060.209486077,-6769174.872347872,30
1203,,,40.2,-74.8,4811742.005070374,-6340914.9342899015,30
1204,,,47.7,-122.3,5630529.2916253945,-9575915.87838249,30
1205,,,47.3,-122.2,5587862.881841395,-9614087.975363396,30
1206,,,29.7,-82.5,3608716.7046406446,-7577813.768838907,11
1207,,,39.2,-77.3,4699784.036510026,-6612512.606587477,12
1208,,,33.8,-84.3,4085299.0747620966,-7532546.998238297,30
1209,,,41.8,-111.8,4989585.492155518,-9334479.65081689,12
1210,,,38.7,-77.3,4643579.433349574,-6641740.25314696,21
1211,,,35.5,-82.5,4280468.224191657,-7278059.422823717,12
1212,,,38.3,-76.5,4598509.437439485,-6595856.184966987,22
1213,,,42.5,-71.4,5066877.25924736,-5920202.786313104,12
1214,,,42.9,-85.4,5110899.726537222,-7052483.311365005,11
1215,,,48.3,-116.6,5694301.509135489,-9062982.332593706,11
1216,,,40.7,-74,4867490.986514479,-6243953.318520533,30
1217,,,47.6,-122.4,5619873.989038884,-9595306.447247192,30
1218,,,47.5,-122.5,5609211.139933313,-9614688.262523435,12
1219,,,42.3,-83.7,5044826.500767855,-6953949.538024387,23
1220,,,42,-93.6,5011701.366996126,-7799591.795529908,12
1221,,,35.3,-81.3,4257585.919552411,-7183302.197662568,11
1222,,,47.6,-122.1,5619873.989038884,-9571788.53928825,21
1223,,,33.4,-86.7,4039160.7572465204,-7769415.831366997,21
1224,,,35.8,-78.7,4314751.463942467,-6926581.637076698,12
1225,,,45.5,-73.6,5394399.796378014,-5911900.682114189,30
1226,,,39.4,-76.5,4722224.088198904,-6532395.877747597,30
1227,,,42.8,-84.4,5099904.036616813,-6976981.081241719,11
1228,,,32.7,-117.1,3958226.452234754,-10545720.78927272,30
1229,,,38.8,-90.3,4654832.224325931,-7751930.216210265,30
1230,,,40.7,-74,4867490.986514479,-6243953.318520533,30
1231,,,40.7,-74,4867490.986514479,-6243953.318520533,30
1232,,,42.9,-87.9,5110899.726537222,-7258937.740854611,30
1233,,,32.8,-80.1,3969803.3130784915,-7208556.3508510385,11
1234,,,34.5,-119.8,4165845.096242587,-10649471.052361052,12
1235,,,45.7,-122.6,5416011.932287587,-9825775.831775134,30
1236,,,42.2,-71.4,5033791.304144005,-5937940.127554212,12
1237,,,36,-78.9,4337579.950562795,-6933245.317978021,30
1238,,,34.3,-82.4,4142857.652928049,-7335765.33207576,11
1239,,,40.8,-73.9,4878622.100046948,-6229647.735089081,30
1240,,,38.9,-104.8,4666079.097486394,-8988799.824432045,21
1241,,,40,-105.1,4789399.149897031,-8925896.207111942,23
1242,,,45,-93.3,5340244.911544235,-7535864.172213438,30
1243,,,26.6,-80.1,3243387.025495487,-7490908.7277587205,30
1244,,,39.1,-77,4688555.02095648,-6592704.546443311,21
1245,,,38.3,-122,4598509.437439485,-10518881.759032318,11
1246,,,42.5,-71.2,5066877.25924736,-5903619.585230995,30
1247,,,40.4,-105.2,4834060.209486077,-8901464.957137452,11
1248,,,37.9,-122.5,4553346.138548651,-10598179.780531656,23
1249,,,39.4,-76.7,4722224.088198904,-6549474.036905106,21
1250,,,42.4,-71.3,5055855.158535961,-5917830.6296378225,13
1251,,,40.2,-111.7,4811742.005070374,-9468986.606419547,10
1252,,,47.5,-122.6,5609211.139933313,-9622536.9876357,21
1253,,,42.4,-71.1,5055855.158535961,-5901230.824225093,30
1254,,,48.7,-122.5,5736662.845538008,-9474346.542100927,12
1255,,,32.7,-79.9,3958226.452234754,-7195585.74776166,11
1256,,,38.9,-77,4666079.097486394,-6604366.283218202,30
1257,,,31.9,-102.3,3865436.6832570103,-9263635.455633217,12
1258,,,40.9,-72.7,4889746.944553853,-6122701.814284179,11
1259,,,36.1,-79.8,4348986.041640936,-7006775.470591487,30
1260,,,45,-123,5340244.911544235,-9934740.548577202,21
